year,rank,artist1,title,artist2,artist3,artist4,artist5,artist6
1998,74,Edwin McCain,I'll Be,,,,,
1998,75,Madonna,Ray Of Light,,,,,
1998,76,Sister Hazel,All For You,,,,,
1998,77,Monifah,Touch It,,,,,
1998,78,Lox,"Money, Power and Respect",,,,,
1998,79,Verve,Bitter Sweet Symphony,,,,,
1998,80,Busta Rhymes,Dangerous,,,,,
1998,81,Spice Girls,Spice Up Your Life,,,,,
1998,82,98 Degrees,Because Of You,,,,,
1998,83,Loreena McKennitt,The Mummers' Dance,,,,,
1998,84,Allure,All Cried Out,112,,,,
1998,85,Big Punisher,Still Not A Player,Joe,,,,
1998,86,Aaliyah,The One I Gave My Heart To,,,,,
1998,87,Jewel,You Were Meant For Me,,,,,
1998,88,Inoj,Love You Down,,,,,
1998,89,2Pac,Do For Love,,,,,
1998,90,Luke,Raise The Roof,,,,,
1998,91,Nu Flavor,Heaven,,,,,
1998,92,Jd,The Party Continues,,,,,
1998,93,Missy Elliott,Sock It 2 Me,Da Brat,,,,
1998,94,Next,Butta Love,,,,,
1998,95,Aretha Franklin,A Rose Is Still A Rose,,,,,
1998,96,Boyz II Men,4 Seasons Of Loneliness,,,,,
1998,97,LL Cool J,Father,,,,,
1998,98,Gerald Levert,Thinkin' Bout It,,,,,
1998,99,Deborah Cox,Nobody's Supposed To Be Here,,,,,
1998,100,TQ,Westside,,,,,
1997,1,Elton John,Something About The Way You Look Tonight,,,,,
1997,2,Jewel,You Were Meant For Me,,,,,
1997,3,Puff Daddy,I'll Be Missing You,Faith Evans,,,,
1997,4,Toni Braxton,Un-Break My Heart,,,,,
1997,5,Puff Daddy,Can't Nobody Hold Me Down,,,,,
1997,6,R. Kelly,I Believe I Can Fly,,,,,
1997,7,En Vogue,Don't Let Go (Love),,,,,
1997,8,Mark Morrison,Return Of The Mack,,,,,
1997,9,LeAnn Rimes,How Do I Live,,,,,
1997,10,Spice Girls,Wannabe,,,,,
1997,11,Backstreet Boys,Quit Playing Games (With My Heart),,,,,
1997,12,Hanson,MMMBop,,,,,
1997,13,Monica,For You I Will,,,,,
1997,14,Usher,You Make Me Wanna...,,,,,
1997,15,Meredith Brooks,Bitch,,,,,
1997,16,Keith Sweat,Nobody,,,,,
1997,17,Third Eye Blind,Semi-Charmed Life,,,,,
1997,18,Duncan Sheik,Barely Breathing,,,,,
1997,19,Az Yet,Hard To Say I'm Sorry,Peter Cetera,,,,
1997,20,Notorious B.I.G.,Mo Money Mo Problems,,,,,
1997,21,Verve Pipe,The Freshmen,,,,,
1997,22,Savage Garden,I Want You,,,,,
1997,23,BLACKstreet,No Diggity,Dr. Dre,,,,
1997,24,Rome,I Belong To You (Every Time I See Your Face),,,,,
1997,25,Notorious B.I.G.,Hypnotize,,,,,
1997,26,Babyface,Every Time I Close My Eyes,,,,,
1997,27,Dru Hill,In My Bed,,,,,
1997,28,Spice Girls,Say You'll Be There,,,,,
1997,29,Robyn,Do You Know (What It Takes),,,,,
1997,30,Boyz II Men,4 Seasons Of Loneliness,,,,,
1997,31,Changing Faces,G.H.E.T.T.O.U.T.,,,,,
1997,32,Mariah Carey,Honey,,,,,
1997,33,Whitney Houston,I Believe In You And Me,,,,,
1997,34,Freaknasty,Da' Dip,,,,,
1997,35,Spice Girls,2 Become 1,,,,,
1997,36,Sister Hazel,All For You,,,,,
1997,37,112,Cupid,,,,,
1997,38,Paula Cole,Where Have All The Cowboys Gone?,,,,,
1997,39,Shawn Colvin,Sunny Came Home,,,,,
1997,40,Tim McGraw,It's Your Love,Faith Hill,,,,
1997,41,Gina G,Ooh Aah... Just A Little Bit,,,,,
1997,42,Merril Bainbridge,Mouth,,,,,
1997,43,Allure,All Cried Out,112,,,,
1997,44,New Edition,I'm Still In Love With You,,,,,
1997,45,98 Degrees,Invisible Man,,,,,
1997,46,Lil' Kim,Not Tonight,,,,,
1997,47,Bone Thugs-N-Harmony,Look Into My Eyes,,,,,
1997,48,702,Get It Together,,,,,
1997,49,Celine Dion,All By Myself,,,,,
1997,50,Celine Dion,It's All Coming Back To Me Now,,,,,
1997,51,Somethin' For The People,My Love Is The Shhh!,,,,,
1997,52,No Mercy,Where Do You Go,,,,,
1997,53,Barbra Streisand,I Finally Found Someone,Bryan Adams,,,,
1997,54,Foxy Brown,I'll Be,Jay-Z,,,,
1997,55,Sheryl Crow,If It Makes You Happy,,,,,
1997,56,Dru Hill,Never Make A Promise,,,,,
1997,57,Journey,When You Love A Woman,,,,,
1997,58,Magoo,Up Jumps Da Boogie, Timbaland,,,,
1997,59,Toni Braxton,I Don't Want To,,,,,
1997,60,Sheryl Crow,Everyday Is A Winding Road,,,,,
1997,61,Mc Lyte,Cold Rock A Party,,,,,
1997,62,Ginuwine,Pony,,,,,
1997,63,Sarah McLachlan,Building A Mystery,,,,,
1997,64,Donna Lewis,I Love You Always Forever,,,,,
1997,65,White Town,Your Woman,,,,,
1997,66,Coolio,C U When U Get There,,,,,
1997,67,Eric Clapton,Change The World,,,,,
1997,68,B-Rock,My Baby Daddy,The Bizz,,,,
1997,69,Chumbawamba,Tubthumping,,,,,
1997,70,R. Kelly,Gotham City,,,,,
1997,71,Az Yet,Last Night,,,,,
1997,72,Various Artists,ESPN Presents The Jock Jam,,,,,
1997,73,Heavy D,Big Daddy,,,,,
1997,74,Total,What About Us,,,,,
1997,75,Scarface,Smile,,,,,
1997,76,Montell Jordan,What's On Tonight,,,,,
1997,77,Bruce Springsteen,Secret Garden,,,,,
1997,78,Aaliyah,The One I Gave My Heart To,,,,,
1997,79,Seal,Fly Like An Eagle,,,,,
1997,80,Lil' Kim,No Time,,,,,
1997,81,Luscious Jackson,Naked Eye,,,,,
1997,82,Los Del Rio,Macarena (Bayside Boys Mix),,,,,
1997,83,Erykah Badu,On and On,,,,,
1997,84,Joe,Don't Wanna Be A Player,,,,,
1997,85,Warren G,I Shot The Sheriff,,,,,
1997,86,Brian McKnight,You Should Be Mine (Don't Waste Your Time),Mase,,,,
1997,87,Madonna,Don't Cry For Me Argentina,,,,,
1997,88,SWV,Someone,,,,,
1997,89,Michael Bolton,Go The Distance,,,,,
1997,90,Real McCoy,One More Time,,,,,
1997,91,Next,Butta Love,,,,,
1997,92,Mr. President,Coco Jamboo,,,,,
1997,93,Keith Sweat,Twisted,,,,,
1997,94,Aqua,Barbie Girl,,,,,
1997,95,Cranberries,When You're Gone,,,,,
1997,96,DJ Kool,Let Me Clear My Throat,,,,,
1997,97,Blackout Allstars,I Like It,,,,,
1997,98,Toni Braxton,You're Makin' Me High,,,,,
1997,99,Madonna,You Must Love Me,,,,,
1997,100,Ray J,Let It Go,,,,,
1996,1,Los Del Rio,Macarena (Bayside Boys Mix),,,,,
1996,2,Mariah Carey,One Sweet Day,Boyz II Men,,,,
1996,3,Celine Dion,Because You Loved Me,,,,,
1996,4,Tony Rich Project,Nobody Knows,,,,,
1996,5,Mariah Carey,Always Be My Baby,,,,,
1996,6,Tracy Chapman,Give Me One Reason,,,,,
1996,7,Bone Thugs-N-Harmony,Tha Crossroads,,,,,
1996,8,Donna Lewis,I Love You Always Forever,,,,,
1996,9,Toni Braxton,Let It Flow,,,,,
1996,10,Keith Sweat,Twisted,,,,,
1996,11,Quad City DJ's,C'mon N' Ride It (The Train),,,,,
1996,12,Everything But The Girl,Missing,,,,,
1996,13,Alanis Morissette,Ironic,,,,,
1996,14,Whitney Houston,Exhale (Shoop Shoop),,,,,
1996,15,Gin Blossoms,Follow You Down,,,,,
1996,16,Brandy,Sittin' Up In My Room,,,,,
1996,17,2Pac,California Love,,,,,
1996,18,Celine Dion,It's All Coming Back To Me Now,,,,,
1996,19,Eric Clapton,Change The World,,,,,
1996,20,LL Cool J,Hey Lover,,,,,
1996,21,LL Cool J,Loungin,,,,,
1996,22,Jann Arden,Insensitive,,,,,
1996,23,La Bouche,Be My Lover,,,,,
1996,24,Goo Goo Dolls,Name,,,,,
1996,25,Jewel,Who Will Save Your Soul,,,,,
1996,26,No Mercy,Where Do You Go,,,,,
1996,27,R. Kelly,I Can't Sleep Baby (If I),,,,,
1996,28,Dishwalla,Counting Blue Cars,,,,,
1996,29,Alanis Morissette,You Learn,,,,,
1996,30,Joan Osborne,One Of Us,,,,,
1996,31,Natalie Merchant,Wonder,,,,,
1996,32,Mary J. Blige,Not Gon' Cry,,,,,
1996,33,Coolio,Gangsta's Paradise,,,,,
1996,34,112,Only You,The Notorious B.I.G.,,,,
1996,35,R. Kelly,Down Low (Nobody Has To Know),,,,,
1996,36,SWV,You're The One,,,,,
1996,37,La Bouche,Sweet Dreams,,,,,
1996,38,Monica,Before You Walk Out Of My Life,,,,,
1996,39,Deep Blue Something,Breakfast At Tiffany's,,,,,
1996,40,Coolio,"1, 2, 3, 4 (Sumpin' New)",,,,,
1996,41,Collective Soul,The World I Know,,,,,
1996,42,BLACKstreet (feat. Dr. Dre),No Diggity,,,,,
1996,43,3t,Anything,,,,,
1996,44,Smashing Pumpkins,1979,,,,,
1996,45,TLC,Diggin' On You,,,,,
1996,46,Monica,Ain't Nobody,,,,,
1996,47,Total,Kissin' You,,,,,
1996,48,Whitney Houston,Count On Me,Cece Winans,,,,
1996,49,Mariah Carey,Fantasy,,,,,
1996,50,Hootie,Time,The Blowfish,,,,
1996,51,Madonna,You'll See,,,,,
1996,52,Az Yet,Last Night,,,,,
1996,53,Merril Bainbridge,Mouth,,,,,
1996,54,Color Me Badd,"The Earth, The Sun, The Rain",,,,,
1996,55,Joe,All The Things (Your Man Won't Do),,,,,
1996,56,Oasis,Wonderwall,,,,,
1996,57,Busta Rhymes,Everything Remains Raw,,,,,
1996,58,Groove Theory,Tell Me,,,,,
1996,59,Outkast,Elevators (Me and You),,,,,
1996,60,Blues Traveler,Hook,,,,,
1996,61,LL Cool J,Doin It,,,,,
1996,62,George Michael,Fastlove,,,,,
1996,63,Case,Touch Me Tease Me,Foxxy Brown,,,,
1996,64,Kris Kross,Tonite's Tha Night,,,,,
1996,65,Robert Miles,Children,,,,,
1996,66,Adam Clayton,Mission Impossible,Larry Mullen,,,,
1996,67,Bodeans,Closer To Free,,,,,
1996,68,No Doubt,Just A Girl,,,,,
1996,69,Aaliyah,If Your Girl Only Knew,,,,,
1996,70,D'angelo,Lady,,,,,
1996,71,John Mellencamp,Key West Intermezzo (I Saw You First),,,,,
1996,72,Ginuwine,Pony,,,,,
1996,73,Keith Sweat,Nobody,,,,,
1996,74,Hootie,Old Man and Me (When I Get To Heaven),The Blowfish,,,,
1996,75,Sheryl Crow,If It Makes You Happy,,,,,
1996,76,Sophie B. Hawkins,As I Lay Me Down,,,,,
1996,77,Mc Lyte,"Keep On, Keepin' On",,,,,
1996,78,Natalie Merchant,Jealousy,,,,,
1996,79,Melissa Etheridge,I Want To Come Over,,,,,
1996,80,Deborah Cox,Who Do U Love,,,,,
1996,81,Toni Braxton,Un-Break My Heart,,,,,
1996,82,Amber,This Is Your Night,,,,,
1996,83,R. Kelly,You Remind Me Of Something,,,,,
1996,84,Janet Jackson,Runaway,,,,,
1996,85,Planet Soul,Set U Free,,,,,
1996,86,New Edition,Hit Me Off,,,,,
1996,87,Total,No One Else,,,,,
1996,88,Ghost Town Dj's,My Boo,,,,,
1996,89,Junior M.A.F.I.A.,Get Money,,,,,
1996,90,Maxi Priest,That Girl,Shaggy,,,,
1996,91,Do,Po Pimp, Die,,,,
1996,92,Metallica,Until It Sleeps,,,,,
1996,93,Crucial Conflict,Hay,,,,,
1996,94,Ace Of Base,Beautiful Life,,,,,
1996,95,Take That,Back For Good,,,,,
1996,96,Pearl Jam,I Got Id,,,,,
1996,97,Faith Evans,Soon As I Get Home,,,,,
1996,98,Los Del Rio,Macarena,,,,,
1996,99,Hootie,Only Wanna Be With You,The Blowfish,,,,
1996,100,Seal,Don't Cry,,,,,
1995,1,Coolio,Gangsta's Paradise,,,,,
1995,2,TLC,Waterfalls,,,,,
1995,3,TLC,Creep,,,,,
1995,4,Seal,Kiss From A Rose,,,,,
1995,5,Boyz II Men,On Bended Knee,,,,,
1995,6,Real McCoy,Another Night,,,,,
1995,7,Mariah Carey,Fantasy,,,,,
1995,8,Madonna,Take A Bow,,,,,
1995,9,Monica,Don't Take It Personal (Just One Of Dem Days),,,,,
1995,10,Montell Jordan,This Is How We Do It,,,,,
1995,11,Dionne Farris,I Know,,,,,
1995,12,Boyz II Men,Water Runs Dry,,,,,
1995,13,Adina Howard,Freak Like Me,,,,,
1995,14,Blues Traveler,Run-Around,,,,,
1995,15,All-4-One,I Can Love You Like That,,,,,
1995,16,Bryan Adams,Have You Ever Really Loved A Woman?,,,,,
1995,17,Bon Jovi,Always,,,,,
1995,18,Shaggy,In The Summertime,,,,,
1995,19,Nicki French,Total Eclipse Of The Heart,,,,,
1995,20,Des'ree,You Gotta Be,,,,,
1995,21,Michael Jackson,You Are Not Alone,,,,,
1995,22,Hootie,Hold My Hand,The Blowfish,,,,
1995,23,Notorious B.I.G.,One More Chance-Stay With Me,,,,,
1995,24,Ini Kamoze,Here Comes The Hotstepper,,,,,
1995,25,Soul For Real,Candy Rain,,,,,
1995,26,Hootie,Let Her Cry,The Blowfish,,,,
1995,27,Blessid Union Of Souls,I Believe,,,,,
1995,28,TLC,Red Light Special,,,,,
1995,29,Janet Jackson,Runaway,,,,,
1995,30,Sheryl Crow,Strong Enough,,,,,
1995,31,Vanessa Williams,Colors Of The Wind,,,,,
1995,32,Jon B.,Someone To Love,,,,,
1995,33,Hootie,Only Wanna Be With You,The Blowfish,,,,
1995,34,Brownstone,If You Love Me,,,,,
1995,35,Martin Page,In The House Of Stone And Light,,,,,
1995,36,Luniz,I Got 5 On It,,,,,
1995,37,Brandy,Baby,,,,,
1995,38,Real McCoy,Run Away,,,,,
1995,39,Sophie B. Hawkins,As I Lay Me Down,,,,,
1995,40,Mokenstef,He's Mine,,,,,
1995,41,Collective Soul,December,,,,,
1995,42,Method Man-Mary J. Blige,I'll Be There For You-You're All I Need To Get By,,,,,
1995,43,Diana King,Shy Guy,,,,,
1995,44,Melissa Etheridge,I'm The Only One,,,,,
1995,45,Soul For Real,Every Little Thing I Do,,,,,
1995,46,BLACKstreet,Before I Let You Go,,,,,
1995,47,Notorious B.I.G.,Big Poppa,,,,,
1995,48,4 P.M.,Sukiyaki,,,,,
1995,49,Brandy,I Wanna Be Down,,,,,
1995,50,Boyz II Men,I'll Make Love To You,,,,,
1995,51,2Pac,Old School,,,,,
1995,52,Jamie Walters,Hold On,,,,,
1995,53,Dr. Dre,Keep Their Heads Ringin',,,,,
1995,54,Corona,The Rhythm Of The Night,,,,,
1995,55,Del Amitri,Roll To Me,,,,,
1995,56,Michael Jackson,Childhood,Janet Jackson,,,,
1995,57,Jodeci,Freek'n You,,,,,
1995,58,Skee-lo,I Wish,,,,,
1995,59,Elton John,Believe,,,,,
1995,60,Natalie Merchant,Carnival,,,,,
1995,61,Tom Petty,You Don't Know How It Feels,,,,,
1995,62,Take That,Back For Good,,,,,
1995,63,69 Boyz,Tootsee Roll,,,,,
1995,64,Janet Jackson,You Want This,,,,,
1995,65,Groove Theory,Tell Me,,,,,
1995,66,Total,Can't You See,,,,,
1995,67,Sheryl Crow,All I Wanna Do,,,,,
1995,68,Subway,This Lil' Game We Play,,,,,
1995,69,Real McCoy,Come And Get Your Love,,,,,
1995,70,Bon Jovi,This Ain't A Love Song,,,,,
1995,71,Madonna,Secret,,,,,
1995,72,Junior M.A.F.I.A.,Player's Anthem,,,,,
1995,73,Naughty By Nature,Feel Me Flow,,,,,
1995,74,Jade,Every Day Of The Week,,,,,
1995,75,Vanessa Williams,The Sweetest Days,,,,,
1995,76,20 Fingers,Short Dick Man,Gillette,,,,
1995,77,Brandy,Brokenhearted,,,,,
1995,78,Annie Lennox,"No More ""I Love You's""",,,,,
1995,79,Faith Evans,You Used To Love Me,,,,,
1995,80,Immature,Constantly,,,,,
1995,81,U2,"Hold Me, Thrill Me, Kiss Me, Kill Me",,,,,
1995,82,Crystal Waters,100% Pure Love,,,,,
1995,83,Raphael Saadiq,Ask Of You,,,,,
1995,84,Az,Sugar Hill,,,,,
1995,85,Better Than Ezra,Good,,,,,
1995,86,D'angelo,Brown Sugar,,,,,
1995,87,Gloria Estefan,Turn The Beat Around,,,,,
1995,88,After 7,'Til You Do Me Right,,,,,
1995,89,Bone Thugs-N-Harmony,1st Of Tha Month,,,,,
1995,90,Melissa Etheridge,Like The Way I Do,,,,,
1995,91,Firehouse,I Live My Life For You,,,,,
1995,92,Stevie B,Funky Melody,,,,,
1995,93,Rednex,Cotton Eye Joe,,,,,
1995,94,Boyz II Men,Thank You,,,,,
1995,95,Pretenders,I'll Stand By You,,,,,
1995,96,N II U,I Miss You,,,,,
1995,97,Da Brat,Give It 2 You,,,,,
1995,98,Brandy,Best Friend,,,,,
1995,99,Soul Asylum,Misery,,,,,
1995,100,Van Halen,Can't Stop Lovin' You,,,,,
1994,1,Ace Of Base,The Sign,,,,,
1994,2,All-4-One,I Swear,,,,,
1994,3,Boyz II Men,I'll Make Love To You,,,,,
1994,4,Celine Dion,The Power Of Love,,,,,
1994,5,Mariah Carey,Hero,,,,,
1994,6,Lisa Loeb,Stay (I Missed You),Nine Stories,,,,
1994,7,Toni Braxton,Breathe Again,,,,,
1994,8,Bryan Adams,All For Love,Rod Stewart,Sting,,,
1994,9,Ace Of Base,All That She Wants,,,,,
1994,10,Ace Of Base,Don't Turn Around,,,,,
1994,11,R. Kelly,Bump N' Grind,,,,,
1994,12,Janet Jackson,Again,,,,,
1994,13,Madonna,I'll Remember,,,,,
1994,14,Salt-N-Pepa,Whatta Man,,,,,
1994,15,John Mellencamp,Wild Night,Me'shell Ndegeocello,,,,
1994,16,Mariah Carey,Without You,,,,,
1994,17,Toni Braxton,You Mean The World To Me,,,,,
1994,18,Elton John,Can You Feel The Love Tonight,,,,,
1994,19,Frank Sinatra,The Most Beautiful Girl In The World,,,,,
1994,20,Coolio,Fantastic Voyage,,,,,
1994,21,Big Mountain,Baby I Love Your Way,,,,,
1994,22,Warren G,Regulate,Nate Dogg,,,,
1994,23,Jon Secada,If You Go,,,,,
1994,24,Aaliyah,Back and Forth,,,,,
1994,25,Richard Marx,Now And Forever,,,,,
1994,26,Babyface,When Can I See You,,,,,
1994,27,Bryan Adams,Please Forgive Me,,,,,
1994,28,All-4-One,So Much In Love,,,,,
1994,29,Salt-N-Pepa,Shoop,,,,,
1994,30,Janet Jackson,And On And On,,,,,
1994,31,Collective Soul,Shine,,,,,
1994,32,Michael Bolton,Said I Loved You...But I Lied,,,,,
1994,33,Enigma,Return To Innocence,,,,,
1994,34,Sheryl Crow,All I Wanna Do,,,,,
1994,35,Crash Test Dummies,Mmm Mmm Mmm Mmm,,,,,
1994,36,Tevin Campbell,Can We Talk,,,,,
1994,37,Da Brat,Funkdafied,,,,,
1994,38,Meat Loaf,I'd Do Anything For Love,,,,,
1994,39,Drs,Gangsta Lean,,,,,
1994,40,"10,000 Maniacs",Because The Night,,,,,
1994,41,US3,Cantaloop,,,,,
1994,42,Tag Team,Whoomp! (There It Is),,,,,
1994,43,Melissa Etheridge,Come To My Window,,,,,
1994,44,Changing Faces,Stroke You Up,,,,,
1994,45,Tevin Campbell,I'm Ready,,,,,
1994,46,Crystal Waters,100% Pure Love,,,,,
1994,47,Mariah Carey,Anytime You Need A Friend,,,,,
1994,48,Janet Jackson,Because Of Love,,,,,
1994,49,Cranberries,Linger,,,,,
1994,50,Beck,Loser,,,,,
1994,51,Gin Blossoms,Found Out About You,,,,,
1994,52,Snoop Doggy Dogg,Gin And Juice,,,,,
1994,53,Immature,Never Lie,,,,,
1994,54,Bruce Springsteen,Streets Of Philadelphia,,,,,
1994,55,Domino,Getto Jam,,,,,
1994,56,Luther Vandross,Endless Love,Mariah Carey,,,,
1994,57,Aaron Hall,I Miss You,,,,,
1994,58,Xscape,Understanding,,,,,
1994,59,Warren G,This D.J.,,,,,
1994,60,Jodeci,Cry For You,,,,,
1994,61,2Pac,Keep Ya Head Up,,,,,
1994,62,Snoop Doggy Dogg,Who Am I (What's My Name?),,,,,
1994,63,Real McCoy,Another Night,,,,,
1994,64,R. Kelly,Your Body's Callin',,,,,
1994,65,69 Boyz,Tootsee Roll,,,,,
1994,66,Jimmy Cliff,I Can See Clearly Now,,,,,
1994,67,Babyface,Never Keeping Secrets,,,,,
1994,68,Aerosmith,Crazy,,,,,
1994,69,Xscape,Just Kickin' It,,,,,
1994,70,Aaliyah,At Your Best (You Are Love),,,,,
1994,71,Meat Loaf,Rock And Roll Dreams Come Through,,,,,
1994,72,Aerosmith,Amazing,,,,,
1994,73,Erasure,Always,,,,,
1994,74,Zhane,Groove Thang,,,,,
1994,75,Gabrielle,Dreams,,,,,
1994,76,Culture Beat,Mr. Vain,,,,,
1994,77,Tom Petty,Mary Jane's Last Dance,The Heartbreakers,,,,
1994,78,SWV,Anything,,,,,
1994,79,Joshua Kadison,Beautiful In My Eyes,,,,,
1994,80,Eternal,Stay,,,,,
1994,81,Craig Mack,Flava In Ya Ear,,,,,
1994,82,Queen Latifah,U.N.I.T.Y.,,,,,
1994,83,Seal,Prayer For The Dying,,,,,
1994,84,Madonna,Secret,,,,,
1994,85,Ini Kamoze,Here Comes The Hotstepper,,,,,
1994,86,Phil Collins,Everyday,,,,,
1994,87,Tim McGraw,Don't Take The Girl,,,,,
1994,88,Heavy D,Got Me Waiting,The Boyz,,,,
1994,89,Four Seasons,"December 1963 (Oh, What A Night)",,,,,
1994,90,Tim McGraw,Indian Outlaw,,,,,
1994,91,Bon Jovi,Always,,,,,
1994,92,Melissa Etheridge,I'm The Only One,,,,,
1994,93,Ahmad,Back In The Day,,,,,
1994,94,Bonnie Raitt,Love Sneakin' Up On You,,,,,
1994,95,General Public,I'll Take You There,,,,,
1994,96,Tevin Campbell,Always In My Heart,,,,,
1994,97,Haddaway,What Is Love,,,,,
1994,98,Babyface,And Our Feelings,,,,,
1994,99,Ice Cube,Bop Gun (One Nation),,,,,
1994,100,Brandy,I Wanna Be Down,,,,,
1993,1,Whitney Houston,I Will Always Love You,,,,,
1993,2,Tag Team,Whoomp! (There It Is),,,,,
1993,3,UB40,Can't Help Falling In Love,,,,,
1993,4,Janet Jackson,That's The Way Love Goes,,,,,
1993,5,Silk,Freak Me,,,,,
1993,6,SWV,Weak,,,,,
1993,7,Shai,If I Ever Fall In Love,,,,,
1993,8,Mariah Carey,Dreamlover,,,,,
1993,9,Wreckx-N-Effect,Rump Shaker,,,,,
1993,10,Snow,Informer,,,,,
1993,11,Dr. Dre,"Nuthin' But A ""G"" Thang",,,,,
1993,12,Boyz II Men,In The Still Of The Nite,,,,,
1993,13,Jade,Don't Walk Away,,,,,
1993,14,H-Town,Knockin' Da Boots,,,,,
1993,15,Jodeci,Lately,,,,,
1993,16,Duice,Dazzey Duks,,,,,
1993,17,Robin S.,Show Me Love,,,,,
1993,18,Peabo Bryson,A Whole New World,Regina Belle,,,,
1993,19,Janet Jackson,If,,,,,
1993,20,SWV,I'm So Into You,,,,,
1993,21,Vanessa Williams,Love Is,Brian Mcknight,,,,
1993,22,Soul Asylum,Runaway Train,,,,,
1993,23,Expose,I'll Never Get Over You (Getting Over Me),,,,,
1993,24,Paperboy,Ditty,,,,,
1993,25,Snap,Rhythm Is A Dancer,,,,,
1993,26,Billy Joel,The River Of Dreams,,,,,
1993,27,Proclaimers,I'm Gonna Be (500 Miles),,,,,
1993,28,Spin Doctors,Two Princes,,,,,
1993,29,SWV,Right Here,,,,,
1993,30,Whitney Houston,I Have Nothing,,,,,
1993,31,Arrested Development,Mr. Wendal,,,,,
1993,32,Rod Stewart,Have I Told You Lately,,,,,
1993,33,Shanice,Saving Forever For You,,,,,
1993,34,Duran Duran,Ordinary World,,,,,
1993,35,Tony! Toni! Tone!,If I Had No Loot,,,,,
1993,36,Meat Loaf,I'd Do Anything For Love (But I Won't Do That),,,,,
1993,37,Onyx,Slam,,,,,
1993,38,P.M. Dawn,Looking Through Patient Eyes,,,,,
1993,39,Whitney Houston,I'm Every Woman,,,,,
1993,40,Shai,Baby I'm Yours,,,,,
1993,41,Duran Duran,Come Undone,,,,,
1993,42,Tina Turner,I Don't Wanna Fight,,,,,
1993,43,P.M. Dawn,I'd Die Without You,,,,,
1993,44,95 South,"Whoot, There It Is",,,,,
1993,45,Naughty By Nature,Hip Hop Hooray,,,,,
1993,46,Toni Braxton,Another Sad Love Song,,,,,
1993,47,Michael Jackson,Will You Be There,,,,,
1993,48,Shai,Comforter,,,,,
1993,49,Bobby Brown,Good Enough,,,,,
1993,50,4 Non Blondes,What's Up,,,,,
1993,51,Ace Of Base,All That She Wants,,,,,
1993,52,Prince,7,The New Power Generation,,,,
1993,53,Dr. Dre,Dre Day,,,,,
1993,54,Brian McKnight,One Last Cry,,,,,
1993,55,Xscape,Just Kickin' It,,,,,
1993,56,2Pac,I Get Around,,,,,
1993,57,Bon Jovi,Bed Of Roses,,,,,
1993,58,Mary J. Blige,Real Love,,,,,
1993,59,Portrait,Here We Go Again!,,,,,
1993,60,Aerosmith,Cryin',,,,,
1993,61,Ugly Kid Joe,Cats In The Cradle,,,,,
1993,62,TLC,What About Your Friends,,,,,
1993,63,Positive K,I Got A Man,,,,,
1993,64,Zhane,Hey Mr. D.J.,,,,,
1993,65,Cypress Hill,Insane In The Brain,,,,,
1993,66,Madonna,Deeper And Deeper,,,,,
1993,67,Madonna,Rain,,,,,
1993,68,Jeremy Jordan,The Right Kind Of Love,,,,,
1993,69,Inner Circle,Bad Boys,,,,,
1993,70,Boy Krazy,That's What Love Can Do,,,,,
1993,71,Jon Secada,Do You Believe In Us,,,,,
1993,72,Jon Secada,Angel,,,,,
1993,73,Kenny G,Forever In Love,,,,,
1993,74,Janet Jackson,Again,,,,,
1993,75,Jazzy Jeff,Boom! Shake The Room,Fresh Prince,,,,
1993,76,Restless Heart,When She Cries,,,,,
1993,77,Inner Circle,Sweat (A La La La La Long),,,,,
1993,78,Ice Cube,It Was A Good Day,,,,,
1993,79,Captain Hollywood Project,More And More,,,,,
1993,80,Heights,How Do You Talk To An Angel,,,,,
1993,81,Digable Planets,Rebirth Of Slick (Cool Like Dat),,,,,
1993,82,Haddaway,What Is Love,,,,,
1993,83,Michael Bolton,To Love Somebody,,,,,
1993,84,En Vogue,"Give It Up, Turn It Loose",,,,,
1993,85,Kris Kross,Alright,,,,,
1993,86,Ice Cube,Check Yo Self,,,,,
1993,87,Sting,Fields Of Gold,,,,,
1993,88,Dino,Ooh Child,,,,,
1993,89,Go West,Faithful,,,,,
1993,90,Rod Stewart,Reason To Believe,,,,,
1993,91,Tears For Fears,Break It Down Again,,,,,
1993,92,Joey Lawrence,Nothin' My Love Can't Fix,,,,,
1993,93,Green Jelly,Three Little Pigs,,,,,
1993,94,Aerosmith,Livin' On The Edge,,,,,
1993,95,Gin Blossoms,Hey Jealousy,,,,,
1993,96,Sting,If I Ever Lose My Faith In You,,,,,
1993,97,Tony! Toni! Tone!,Anniversary,,,,,
1993,98,Jade,One Woman,,,,,
1993,99,Taylor Dayne,Can't Get Enough Of Your Love,,,,,
1993,100,Def Leppard,Two Steps Behind,,,,,
1992,1,Boyz II Men,End Of The Road,,,,,
1992,2,Sir Mix-a-Lot,Baby Got Back,,,,,
1992,3,Kris Kross,Jump,,,,,
1992,4,Vanessa Williams,Save The Best For Last,,,,,
1992,5,TLC,Baby-Baby-Baby,,,,,
1992,6,Eric Clapton,Tears In Heaven,,,,,
1992,7,En Vogue,My Lovin' (You're Never Gonna Get It),,,,,
1992,8,Red Hot Chili Peppers,Under The Bridge,,,,,
1992,9,Color Me Badd,All 4 Love,,,,,
1992,10,Jon Secada,Just Another Day,,,,,
1992,11,Shanice,I Love Your Smile,,,,,
